"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"08/17/2019","AQS","040139997","3","6.1","ug/m3 LC","25","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"08/18/2019","AQS","040139997","3","6.2","ug/m3 LC","26","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"08/19/2019","AQS","040139997","3","5.5","ug/m3 LC","23","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"08/20/2019","AQS","040139997","3","5.6","ug/m3 LC","23","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"08/21/2019","AQS","040139997","3","4.7","ug/m3 LC","20","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"08/22/2019","AQS","040139997","3","6.5","ug/m3 LC","27","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"08/23/2019","AQS","040139997","3","9.2","ug/m3 LC","38","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"08/24/2019","AQS","040139997","3","4.6","ug/m3 LC","19","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"08/25/2019","AQS","040139997","3","2.3","ug/m3 LC","10","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"08/26/2019","AQS","040139997","3","3.9","ug/m3 LC","16","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"08/27/2019","AQS","040139997","3","5","ug/m3 LC","21","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"08/28/2019","AQS","040139997","3","6.3","ug/m3 LC","26","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"08/29/2019","AQS","040139997","3","5.7","ug/m3 LC","24","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"08/30/2019","AQS","040139997","3","7.1","ug/m3 LC","30","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"08/31/2019","AQS","040139997","3","6.2","ug/m3 LC","26","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/01/2019","AQS","040139997","3","4.9","ug/m3 LC","20","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/02/2019","AQS","040139997","3","5.4","ug/m3 LC","23","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/03/2019","AQS","040139997","3","5.8","ug/m3 LC","24","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/04/2019","AQS","040139997","3","6.7","ug/m3 LC","28","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/05/2019","AQS","040139997","3","6.4","ug/m3 LC","27","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/06/2019","AQS","040139997","3","6.2","ug/m3 LC","26","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/07/2019","AQS","040139997","3","7.5","ug/m3 LC","31","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/08/2019","AQS","040139997","3","4.9","ug/m3 LC","20","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/09/2019","AQS","040139997","3","6.2","ug/m3 LC","26","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/10/2019","AQS","040139997","3","5.1","ug/m3 LC","21","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/11/2019","AQS","040139997","3","5.3","ug/m3 LC","22","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/12/2019","AQS","040139997","3","5.6","ug/m3 LC","23","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/13/2019","AQS","040139997","3","7.5","ug/m3 LC","31","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/14/2019","AQS","040139997","3","3.4","ug/m3 LC","14","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/15/2019","AQS","040139997","3","3.6","ug/m3 LC","15","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/16/2019","AQS","040139997","3","3.3","ug/m3 LC","14","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/17/2019","AQS","040139997","3","3.7","ug/m3 LC","15","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/18/2019","AQS","040139997","3","5.4","ug/m3 LC","23","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/19/2019","AQS","040139997","3","4.6","ug/m3 LC","19","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/20/2019","AQS","040139997","3","4","ug/m3 LC","17","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/21/2019","AQS","040139997","3","4.9","ug/m3 LC","20","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/22/2019","AQS","040139997","3","6.2","ug/m3 LC","26","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/23/2019","AQS","040139997","3","4.3","ug/m3 LC","18","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/24/2019","AQS","040139997","3","1.7","ug/m3 LC","7","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/25/2019","AQS","040139997","3","3.5","ug/m3 LC","15","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/26/2019","AQS","040139997","3","3.7","ug/m3 LC","15","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/27/2019","AQS","040139997","3","3.7","ug/m3 LC","15","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/28/2019","AQS","040139997","3","4.5","ug/m3 LC","19","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/29/2019","AQS","040139997","3","4.5","ug/m3 LC","19","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"09/30/2019","AQS","040139997","3","4.5","ug/m3 LC","19","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/01/2019","AQS","040139997","3","4.3","ug/m3 LC","18","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/02/2019","AQS","040139997","3","5.7","ug/m3 LC","24","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/03/2019","AQS","040139997","3","6.2","ug/m3 LC","26","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/04/2019","AQS","040139997","3","7","ug/m3 LC","29","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/05/2019","AQS","040139997","3","5.2","ug/m3 LC","22","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/06/2019","AQS","040139997","3","5.5","ug/m3 LC","23","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/07/2019","AQS","040139997","3","5.6","ug/m3 LC","23","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/08/2019","AQS","040139997","3","6.2","ug/m3 LC","26","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/09/2019","AQS","040139997","3","4.5","ug/m3 LC","19","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/10/2019","AQS","040139997","3","4.1","ug/m3 LC","17","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/11/2019","AQS","040139997","3","4.2","ug/m3 LC","18","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/12/2019","AQS","040139997","3","6.8","ug/m3 LC","28","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/13/2019","AQS","040139997","3","6.8","ug/m3 LC","28","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/14/2019","AQS","040139997","3","7.3","ug/m3 LC","30","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/15/2019","AQS","040139997","3","7.5","ug/m3 LC","31","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/16/2019","AQS","040139997","3","8","ug/m3 LC","33","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/17/2019","AQS","040139997","3","6.7","ug/m3 LC","28","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/18/2019","AQS","040139997","3","8.8","ug/m3 LC","37","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/19/2019","AQS","040139997","3","9.1","ug/m3 LC","38","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/20/2019","AQS","040139997","3","23.6","ug/m3 LC","75","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/21/2019","AQS","040139997","3","14.1","ug/m3 LC","55","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/22/2019","AQS","040139997","3","6.7","ug/m3 LC","28","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/23/2019","AQS","040139997","3","7.7","ug/m3 LC","32","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/24/2019","AQS","040139997","3","5.1","ug/m3 LC","21","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/25/2019","AQS","040139997","3","3.5","ug/m3 LC","15","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/26/2019","AQS","040139997","3","14","ug/m3 LC","55","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/27/2019","AQS","040139997","3","7.9","ug/m3 LC","33","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/28/2019","AQS","040139997","3","4.9","ug/m3 LC","20","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/29/2019","AQS","040139997","3","8.9","ug/m3 LC","37","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/30/2019","AQS","040139997","3","3.2","ug/m3 LC","13","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"10/31/2019","AQS","040139997","3","11.2","ug/m3 LC","47","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/01/2019","AQS","040139997","3","13.3","ug/m3 LC","54","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/02/2019","AQS","040139997","3","15.2","ug/m3 LC","58","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/03/2019","AQS","040139997","3","14.5","ug/m3 LC","56","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/04/2019","AQS","040139997","3","11.9","ug/m3 LC","50","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/05/2019","AQS","040139997","3","10.4","ug/m3 LC","43","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/06/2019","AQS","040139997","3","9.4","ug/m3 LC","39","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/07/2019","AQS","040139997","3","6","ug/m3 LC","25","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/08/2019","AQS","040139997","3","7.7","ug/m3 LC","32","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/09/2019","AQS","040139997","3","8","ug/m3 LC","33","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/10/2019","AQS","040139997","3","11.3","ug/m3 LC","47","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/11/2019","AQS","040139997","3","10.6","ug/m3 LC","44","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/12/2019","AQS","040139997","3","7.2","ug/m3 LC","30","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/13/2019","AQS","040139997","3","7.1","ug/m3 LC","30","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/14/2019","AQS","040139997","3","10","ug/m3 LC","42","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/15/2019","AQS","040139997","3","13.5","ug/m3 LC","54","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/16/2019","AQS","040139997","3","21.4","ug/m3 LC","71","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/17/2019","AQS","040139997","3","16.4","ug/m3 LC","60","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/18/2019","AQS","040139997","3","10","ug/m3 LC","42","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/19/2019","AQS","040139997","3","11.2","ug/m3 LC","47","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/20/2019","AQS","040139997","3","2.9","ug/m3 LC","12","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/21/2019","AQS","040139997","3","0.7","ug/m3 LC","3","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/22/2019","AQS","040139997","3","8.2","ug/m3 LC","34","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/23/2019","AQS","040139997","3","15.2","ug/m3 LC","58","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/24/2019","AQS","040139997","3","18.2","ug/m3 LC","64","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/25/2019","AQS","040139997","3","12.9","ug/m3 LC","53","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/26/2019","AQS","040139997","3","4","ug/m3 LC","17","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/27/2019","AQS","040139997","3","9","ug/m3 LC","38","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/28/2019","AQS","040139997","3","5.7","ug/m3 LC","24","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/29/2019","AQS","040139997","3","2.7","ug/m3 LC","11","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"11/30/2019","AQS","040139997","3","11","ug/m3 LC","46","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"12/01/2019","AQS","040139997","3","13.7","ug/m3 LC","54","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"12/02/2019","AQS","040139997","3","15.6","ug/m3 LC","58","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"12/03/2019","AQS","040139997","3","13.3","ug/m3 LC","54","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"12/04/2019","AQS","040139997","3","9.6","ug/m3 LC","40","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"12/05/2019","AQS","040139997","3","7.8","ug/m3 LC","33","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"12/06/2019","AQS","040139997","3","11.7","ug/m3 LC","49","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"12/07/2019","AQS","040139997","3","29.6","ug/m3 LC","88","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"12/08/2019","AQS","040139997","3","23.7","ug/m3 LC","75","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"12/09/2019","AirNow","040139997","3","13.4","ug/m3 LC","54","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
